"title","link","year","rating","n_ratings","genre","cert","country","lang","budget","opening_week","runtime"
"The Age of Adaline","http://www.imdb.com/title/tt1655441/?ref_=adv_li_tt",2015,7.2,152389," Drama, Fantasy, Romance","12A","USA,Canada","English,Portuguese,Italian",2.5e+07,13203458,112
"The Amazing Spider-Man","http://www.imdb.com/title/tt0948470/?ref_=adv_li_tt",2012,6.9,553803," Action, Adventure, Sci-Fi","12A","USA","English",2.3e+08,62004688,136
"The Amazing Spider-Man 2","http://www.imdb.com/title/tt1872181/?ref_=adv_li_tt",2014,6.6,412640," Action, Adventure, Sci-Fi","12A","USA","English",2e+08,91608337,142
"The American","http://www.imdb.com/title/tt1440728/?ref_=adv_li_tt",2010,6.3,91100," Crime, Drama, Thriller","15","USA,UK","English,Italian",2e+07,13177790,105
"The Angel","http://www.imdb.com/title/tt5968274/?ref_=adv_li_tt",2018,6.6,11531," Drama, Thriller","","Israel,USA","English,Hebrew,Arabic,Italian",NA,NA,114
"The Angels' Share","http://www.imdb.com/title/tt1924394/?ref_=adv_li_tt",2012,7,23398," Comedy, Crime, Drama","15","UK,France,Belgium,Italy","English",NA,18837,101
"The Angriest Man in Brooklyn","http://www.imdb.com/title/tt1294970/?ref_=adv_li_tt",2014,5.7,20820," Comedy, Drama","15","USA","English",NA,NA,83
"The Angry Birds Movie 2","http://www.imdb.com/title/tt6095472/?ref_=adv_li_tt",2019,6.4,20421," Animation, Adventure, Comedy, Family","U","Finland,USA","English",6.5e+07,10354073,97
"The Anomaly","http://www.imdb.com/title/tt2962726/?ref_=adv_li_tt",2014,4.7,7215," Action, Mystery, Sci-Fi, Thriller","15","UK","English,Russian",NA,NA,97
"The Apparition","http://www.imdb.com/title/tt1433822/?ref_=adv_li_tt",2012,4.1,18819," Horror, Thriller","15","USA,Germany","English",1.7e+07,2841488,83
"The Art of Getting By","http://www.imdb.com/title/tt1645080/?ref_=adv_li_tt",2011,6.6,56131," Drama, Romance","12A","USA","English",NA,679160,83
"The Art of Racing in the Rain","http://www.imdb.com/title/tt1478839/?ref_=adv_li_tt",2019,7.6,23493," Comedy, Drama, Romance, Sport","PG","USA","English,Italian",1.8e+07,8137584,109
"The Art of Self-Defense","http://www.imdb.com/title/tt7339248/?ref_=adv_li_tt",2019,6.7,26377," Action, Comedy, Crime, Drama, Mystery, Thriller","15","USA","English,French,German",NA,114374,104
"The Art of the Steal","http://www.imdb.com/title/tt2172985/?ref_=adv_li_tt",2013,6.3,23116," Comedy, Crime, Thriller","15","Canada,USA","English,Spanish",NA,40003,90
"The Artist","http://www.imdb.com/title/tt1655442/?ref_=adv_li_tt",2011,7.9,228871," Comedy, Drama, Romance","PG","France,Belgium,USA","English,French",1.5e+07,204878,100
"Tomboy","http://www.imdb.com/title/tt5034474/?ref_=adv_li_tt",2016,4.6,7382," Action, Crime, Thriller","15","France,Canada,USA","English",5e+06,NA,95
"The Assistant","http://www.imdb.com/title/tt9000224/?ref_=adv_li_tt",2019,6.1,10111," Drama","15","USA","English",NA,79141,87
"The Atticus Institute","http://www.imdb.com/title/tt3280916/?ref_=adv_li_tt",2015,5.5,8159," Horror","15","USA","English",1e+06,NA,83
"The Autopsy of Jane Doe","http://www.imdb.com/title/tt3289956/?ref_=adv_li_tt",2016,6.8,96905," Horror, Mystery, Thriller","15","UK","English",NA,NA,86
"Avengers Assemble","http://www.imdb.com/title/tt0848228/?ref_=adv_li_tt",2012,8,1249663," Action, Adventure, Sci-Fi","12A","USA","English,Russian,Hindi",2.2e+08,207438708,143
"The Awakening","http://www.imdb.com/title/tt1687901/?ref_=adv_li_tt",2011,6.5,62850," Horror, Thriller","15","UK","English,French",NA,95933,102
"The BFG","http://www.imdb.com/title/tt3691740/?ref_=adv_li_tt",2016,6.4,76424," Adventure, Family, Fantasy","PG","USA,India,UK","English",1.4e+08,18775350,117
"The Babadook","http://www.imdb.com/title/tt2321549/?ref_=adv_li_tt",2014,6.8,194014," Drama, Horror","15","Australia,Canada","English",2e+06,30007,94
"The Babymakers","http://www.imdb.com/title/tt0835418/?ref_=adv_li_tt",2012,4.9,8363," Comedy","15","USA","English",NA,5215,95
"The Babysitter","http://www.imdb.com/title/tt4225622/?ref_=adv_li_tt",2017,6.3,70898," Comedy, Horror","15","USA","English",NA,NA,85
"The Babysitter: Killer Queen","http://www.imdb.com/title/tt11024272/?ref_=adv_li_tt",2020,5.8,23470," Comedy, Horror","15","USA","English",NA,NA,101
"The Back-up Plan","http://www.imdb.com/title/tt1212436/?ref_=adv_li_tt",2010,5.4,48024," Comedy, Romance","12A","USA","English",3.5e+07,12201710,104
"The Bad Batch","http://www.imdb.com/title/tt4334266/?ref_=adv_li_tt",2016,5.3,25979," Drama, Horror, Romance, Sci-Fi","15","USA","English",6e+06,89111,118
"The Bad Education Movie","http://www.imdb.com/title/tt4660980/?ref_=adv_li_tt",2015,5.8,6469," Comedy","15","UK","English",NA,NA,90
"The Carrier","http://www.imdb.com/title/tt2212008/?ref_=adv_li_tt",2014,5.2,16182," Action, Crime, Drama, Thriller","18","Bahamas,USA","English",NA,29231,108
"The Ballad of Buster Scruggs","http://www.imdb.com/title/tt6412452/?ref_=adv_li_tt",2018,7.3,118446," Comedy, Drama, Musical, Mystery, Romance, Western","15","USA","English,French",NA,NA,133
"The Ballad of Lefty Brown","http://www.imdb.com/title/tt4400994/?ref_=adv_li_tt",2017,6.3,5352," Action, Drama, Western","15","USA","English",8e+06,5559,111
"The Bang Bang Club","http://www.imdb.com/title/tt1173687/?ref_=adv_li_tt",2010,7,10134," Biography, Drama, History","15","Canada,South Africa","English,Zulu,Xhosa,Afrikaans",NA,NA,106
"The Banker","http://www.imdb.com/title/tt6285944/?ref_=adv_li_tt",2020,7.3,15977," Biography, Drama","12","USA","English",NA,NA,120
"The Battery","http://www.imdb.com/title/tt2272350/?ref_=adv_li_tt",2012,6.4,8506," Adventure, Drama, Horror","15","USA","English",6000,NA,101
"The Bay","http://www.imdb.com/title/tt1713476/?ref_=adv_li_tt",2012,5.6,25180," Horror, Sci-Fi, Thriller","15","USA","English",NA,19747,84
"The Baytown Outlaws","http://www.imdb.com/title/tt1836944/?ref_=adv_li_tt",2012,6.4,13712," Action, Comedy, Crime","15","USA","English",4e+06,NA,98
"The Beach Bum","http://www.imdb.com/title/tt6511932/?ref_=adv_li_tt",2019,5.5,17917," Comedy","18","Switzerland,UK,France,USA","English,Spanish",5e+06,1763070,95
"The Beaver","http://www.imdb.com/title/tt1321860/?ref_=adv_li_tt",2011,6.6,47068," Drama","12A","USA,United Arab Emirates","English",2.1e+07,107577,91
"The Beguiled","http://www.imdb.com/title/tt5592248/?ref_=adv_li_tt",2017,6.3,51132," Drama, Thriller, War","15","USA","English,French",10500000,229292,93
"The Belko Experiment","http://www.imdb.com/title/tt1082807/?ref_=adv_li_tt",2016,6.1,43453," Horror, Thriller","18","USA","English",5e+06,4137230,89
"The Best Exotic Marigold Hotel","http://www.imdb.com/title/tt1412386/?ref_=adv_li_tt",2011,7.2,89517," Comedy, Drama, Romance","12A","UK,USA,United Arab Emirates","English,Hindi",1e+07,737051,124
"The Best Man Holiday","http://www.imdb.com/title/tt2083355/?ref_=adv_li_tt",2013,6.7,14707," Comedy, Drama","15","USA","English",1.7e+07,30107555,123
"The Best of Enemies","http://www.imdb.com/title/tt4807408/?ref_=adv_li_tt",2019,7.2,8908," Biography, Drama, History","12","USA","English",1e+07,4446190,133
"The Best of Me","http://www.imdb.com/title/tt1972779/?ref_=adv_li_tt",2014,6.7,65469," Drama, Romance","12A","USA","English",2.6e+07,10003827,118
"The Beyond","http://www.imdb.com/title/tt5723416/?ref_=adv_li_tt",2017,4.8,5456," Drama, Sci-Fi","","UK","English",NA,NA,103
"The Big Bang","http://www.imdb.com/title/tt1307873/?ref_=adv_li_tt",2010,5.4,6796," Action, Mystery, Thriller","15","USA","English",1.7e+07,NA,101
"The Big Fat Stone","http://www.imdb.com/title/tt3618822/?ref_=adv_li_tt",2014,5.3,8448," Drama","","Canada","English",NA,NA,111
"The Big Short","http://www.imdb.com/title/tt1596363/?ref_=adv_li_tt",2015,7.8,354688," Biography, Comedy, Drama, History","15","USA","English",2.8e+07,705527,130
"The Big Sick","http://www.imdb.com/title/tt5462602/?ref_=adv_li_tt",2017,7.5,119180," Comedy, Drama, Romance","15","USA","English,Urdu",5e+06,421577,120
"The Big Wedding","http://www.imdb.com/title/tt1931435/?ref_=adv_li_tt",2013,5.6,47051," Comedy, Drama, Romance","15","USA","English,Spanish,Chinese,Latin",3.5e+07,7591663,90
"The Big Year","http://www.imdb.com/title/tt1053810/?ref_=adv_li_tt",2011,6.2,41734," Comedy","PG","USA,Canada","English",4.1e+07,3251884,102
"The Birth of a Nation","http://www.imdb.com/title/tt4196450/?ref_=adv_li_tt",2016,6.4,19821," Biography, Drama, History","15","USA,Canada","English",8500000,7004254,120
"The Bleeder","http://www.imdb.com/title/tt1610525/?ref_=adv_li_tt",2016,6.5,5591," Biography, Drama, Sport","15","USA","English",NA,34565,98
"The Bling Ring","http://www.imdb.com/title/tt2132285/?ref_=adv_li_tt",2013,5.6,82758," Biography, Crime, Drama","15","USA,UK,France,Germany,Japan","English",8e+06,214395,90
"The Blue Elephant","http://www.imdb.com/title/tt3461252/?ref_=adv_li_tt",2014,8.1,26088," Drama, Horror, Mystery, Thriller","","Egypt","Arabic",3500000,NA,170
"The Blue Elephant 2","http://www.imdb.com/title/tt10515086/?ref_=adv_li_tt",2019,8.2,7503," Crime, Drama, Horror, Mystery, Thriller","","Egypt","Arabic",NA,NA,130
"The Book Thief","http://www.imdb.com/title/tt0816442/?ref_=adv_li_tt",2013,7.6,126236," Drama, War","12A","USA,Germany","English,German",1.9e+07,105005,131
"The Book of Eli","http://www.imdb.com/title/tt1037705/?ref_=adv_li_tt",2010,6.9,290555," Action, Adventure, Drama, Thriller","15","USA","English",8e+07,32789494,118
"The Book of Henry","http://www.imdb.com/title/tt4572792/?ref_=adv_li_tt",2017,6.6,23616," Crime, Drama, Thriller","12A","USA","English",1e+07,1424540,105
"The Book of Life","http://www.imdb.com/title/tt2262227/?ref_=adv_li_tt",2014,7.3,63809," Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","U","USA","English,Spanish",5e+07,17005218,95
"The Bookshop","http://www.imdb.com/title/tt3127022/?ref_=adv_li_tt",2017,6.5,12272," Drama","PG","UK,Spain,Germany,France","English",5400000,75736,113
"The Borderlands","http://www.imdb.com/title/tt2781832/?ref_=adv_li_tt",2013,5.8,6902," Horror","15","UK","English,Portuguese",NA,NA,89
"The Boss","http://www.imdb.com/title/tt2702724/?ref_=adv_li_tt",2016,5.4,42387," Comedy","15","USA","English",2.9e+07,23586645,99
"The Boss Baby","http://www.imdb.com/title/tt3874544/?ref_=adv_li_tt",2017,6.3,106628," Animation, Adventure, Comedy, Family, Fantasy","U","USA","English,Spanish",1.25e+08,50198902,97
"The Bounty Hunter","http://www.imdb.com/title/tt1038919/?ref_=adv_li_tt",2010,5.6,120320," Action, Comedy, Romance","12A","USA","English,Ukrainian",4e+07,20686423,110
"The Bourne Legacy","http://www.imdb.com/title/tt1194173/?ref_=adv_li_tt",2012,6.6,282638," Action, Adventure, Thriller","12A","USA,Japan","English,Russian,Filipino,Ukrainian",1.25e+08,38142825,135
"The Boxtrolls","http://www.imdb.com/title/tt0787474/?ref_=adv_li_tt",2014,6.8,53952," Animation, Adventure, Comedy, Family, Fantasy","PG","USA","English",6e+07,17275239,96
"The Boy","http://www.imdb.com/title/tt3882082/?ref_=adv_li_tt",2016,6,79159," Horror, Mystery, Thriller","15","USA,Canada,China","English",1e+07,10778392,97
"The Boy Next Door","http://www.imdb.com/title/tt3181822/?ref_=adv_li_tt",2015,4.7,37667," Thriller","15","USA","English",4e+06,14910105,91
"The Boy Who Harnessed the Wind","http://www.imdb.com/title/tt7533152/?ref_=adv_li_tt",2019,7.6,26317," Drama","PG","UK,Malawi","Arabic,Nyanja,English",NA,NA,113
"The Boys in the Band","http://www.imdb.com/title/tt10199914/?ref_=adv_li_tt",2020,6.8,8965," Drama","15","USA","English",NA,NA,121
"The Brass Teapot","http://www.imdb.com/title/tt1935902/?ref_=adv_li_tt",2012,6.4,14681," Comedy, Fantasy, Thriller","15","USA","English",9e+05,4468,101
"The Breadwinner","http://www.imdb.com/title/tt3901826/?ref_=adv_li_tt",2017,7.7,19531," Animation, Drama, Family, War","12A","Ireland,Canada,Luxembourg,USA","English",NA,17395,94
"The Breaker Upperers","http://www.imdb.com/title/tt6728096/?ref_=adv_li_tt",2018,5.9,5226," Comedy","15","New Zealand","English",NA,NA,90
"The Broken Circle Breakdown","http://www.imdb.com/title/tt2024519/?ref_=adv_li_tt",2012,7.8,38982," Drama, Music, Romance","15","Belgium,Netherlands","Flemish,English,Dutch",NA,7100,111
"The Bronze","http://www.imdb.com/title/tt3859304/?ref_=adv_li_tt",2015,6.1,9802," Comedy, Drama, Sport","15","USA","English",3500000,386328,100
"The Butler","http://www.imdb.com/title/tt1327773/?ref_=adv_li_tt",2013,7.2,107609," Biography, Drama","12A","USA","English",3e+07,24637312,132
"The Bye Bye Man","http://www.imdb.com/title/tt4030600/?ref_=adv_li_tt",2017,4.2,21541," Drama, Fantasy, Horror, Mystery, Thriller","15","USA,China","English",7400000,13501349,96
"The Cabin in the Woods","http://www.imdb.com/title/tt1259521/?ref_=adv_li_tt",2011,7,373008," Horror","15","USA","English,Japanese",3e+07,14743614,95
"The Call","http://www.imdb.com/title/tt1911644/?ref_=adv_li_tt",2013,6.7,111499," Crime, Drama, Horror, Thriller","15","USA","English",1.3e+07,17118745,96
"The Call of the Wild","http://www.imdb.com/title/tt7504726/?ref_=adv_li_tt",2020,6.8,32908," Adventure, Drama, Family","PG","Canada,USA,Portugal","Portuguese,English,French",1.35e+08,24791624,100
"The Caller","http://www.imdb.com/title/tt1525890/?ref_=adv_li_tt",2011,6.1,10347," Thriller","15","UK,Puerto Rico","English",NA,NA,92
"The Calling","http://www.imdb.com/title/tt1666335/?ref_=adv_li_tt",2014,5.8,7805," Drama, Thriller","15","USA,Canada,UK","English,Latin",NA,NA,108
"The Campaign","http://www.imdb.com/title/tt1790886/?ref_=adv_li_tt",2012,6.1,123828," Comedy","15","USA","English",9.5e+07,26588460,85
"The Canal","http://www.imdb.com/title/tt2517658/?ref_=adv_li_tt",2014,5.8,13219," Horror, Mystery, Thriller","15","Ireland,UK","English",NA,NA,92
"The Canyons","http://www.imdb.com/title/tt2292959/?ref_=adv_li_tt",2013,3.8,10395," Drama, Thriller","18","USA","English",250000,13351,99
"The Captive","http://www.imdb.com/title/tt2326612/?ref_=adv_li_tt",2014,5.9,30475," Crime, Drama, Mystery, Thriller","15","Canada","English",NA,407804,112
"The Case for Christ","http://www.imdb.com/title/tt6113488/?ref_=adv_li_tt",2017,6.3,7669," Biography, Drama","PG","USA","English",5e+06,3967885,112
"The Catcher Was a Spy","http://www.imdb.com/title/tt4602066/?ref_=adv_li_tt",2018,6.2,7270," Biography, Drama, History, War","","USA","English,German,Italian,Japanese,French,Hebrew",1.4e+07,114771,98
"The Change-Up","http://www.imdb.com/title/tt1488555/?ref_=adv_li_tt",2011,6.3,165514," Comedy, Fantasy","15","USA","English,Ukrainian",5.2e+07,13531115,112
"The Childhood of a Leader","http://www.imdb.com/title/tt2815902/?ref_=adv_li_tt",2015,6.1,5580," Drama","12","USA,Canada,UK,France,Hungary,Belgium","English,French,German",3e+06,NA,115
"The Children Act","http://www.imdb.com/title/tt6040662/?ref_=adv_li_tt",2017,6.7,10690," Drama","12A","UK,USA","English",NA,76108,105
"The Choice","http://www.imdb.com/title/tt3797868/?ref_=adv_li_tt",2016,6.6,34509," Drama, Romance","12A","USA","English",NA,6050443,111
"The Christmas Chronicles","http://www.imdb.com/title/tt2990140/?ref_=adv_li_tt",2018,7.1,44069," Adventure, Comedy, Family, Fantasy","PG","USA","English,Spanish,French,Romanian",NA,NA,104
"The Chronicles of Narnia: The Voyage of the Dawn Treader","http://www.imdb.com/title/tt0980970/?ref_=adv_li_tt",2010,6.3,139920," Adventure, Family, Fantasy","PG","USA,UK","English",1.55e+08,24005069,113
"The Circle","http://www.imdb.com/title/tt4287320/?ref_=adv_li_tt",2017,5.3,83080," Drama, Sci-Fi, Thriller","12","United Arab Emirates,USA,France","English",1.8e+07,9034148,110
"The Clapper","http://www.imdb.com/title/tt5461956/?ref_=adv_li_tt",2017,5.1,6355," Comedy, Drama","","USA","English",NA,NA,89
"The Clinic","http://www.imdb.com/title/tt1345772/?ref_=adv_li_tt",2010,5.4,6118," Crime, Horror, Mystery, Thriller","","Australia","English",NA,NA,94
"The Clovehitch Killer","http://www.imdb.com/title/tt6269368/?ref_=adv_li_tt",2018,6.5,16635," Crime, Drama, Mystery, Thriller","18","USA","English",NA,5175,109
"The Cloverfield Paradox","http://www.imdb.com/title/tt2548396/?ref_=adv_li_tt",2018,5.5,93976," Action, Adventure, Horror, Sci-Fi, Thriller","15","USA","English,Mandarin,German",4.5e+07,NA,102
"The Cobbler","http://www.imdb.com/title/tt3203616/?ref_=adv_li_tt",2014,5.8,51708," Comedy, Drama, Fantasy","12A","USA","English,Yiddish",NA,NA,99
"The Cold Light of Day","http://www.imdb.com/title/tt1366365/?ref_=adv_li_tt",2012,4.9,35200," Action, Thriller","12A","USA,Spain","English,Spanish",2e+07,1831588,93
"The Coldest Game","http://www.imdb.com/title/tt6445414/?ref_=adv_li_tt",2019,6.1,7568," History, Sport, Thriller","15","Poland,USA","English,Russian",NA,NA,102
"The Collection","http://www.imdb.com/title/tt1748227/?ref_=adv_li_tt",2012,6.1,45218," Action, Adventure, Crime, Horror, Thriller","18","USA","English",7500000,3104269,82
"The Collini Case","http://www.imdb.com/title/tt8739752/?ref_=adv_li_tt",2019,7.2,5266," Crime, Drama, Thriller","","Germany","German,Italian,Latin",NA,NA,123
"The Colony","http://www.imdb.com/title/tt1160996/?ref_=adv_li_tt",2013,5.3,42768," Action, Sci-Fi, Thriller","18","Canada,USA","English",1.6e+07,NA,95
"The Comedian","http://www.imdb.com/title/tt1967614/?ref_=adv_li_tt",2016,5.7,6665," Comedy, Drama, Romance","","USA","English",1.5e+07,10723,120
"The Commuter","http://www.imdb.com/title/tt1590193/?ref_=adv_li_tt",2018,6.3,101601," Action, Crime, Drama, Mystery, Thriller","15","USA,UK,France,China,Canada","English,Spanish",3e+07,13701452,104
"The Company Men","http://www.imdb.com/title/tt1172991/?ref_=adv_li_tt",2010,6.7,43382," Drama","15","USA","English",1.5e+07,647797,104
"The Company You Keep","http://www.imdb.com/title/tt1381404/?ref_=adv_li_tt",2012,6.4,31387," Drama, Thriller","15","USA,Canada","English",2e+06,131718,125
"The Confirmation","http://www.imdb.com/title/tt4210080/?ref_=adv_li_tt",2016,6.4,6146," Comedy, Drama","12","Canada","English",NA,NA,101
"The Congress","http://www.imdb.com/title/tt1821641/?ref_=adv_li_tt",2013,6.5,17223," Animation, Drama, Sci-Fi","15","Israel,Germany,Poland,Luxembourg,Belgium,France,USA,India","English",NA,28640,122
"The Conjuring","http://www.imdb.com/title/tt1457767/?ref_=adv_li_tt",2013,7.5,437037," Horror, Mystery, Thriller","15","USA","English,Latin",2e+07,41855326,112
"The Conjuring 2","http://www.imdb.com/title/tt3065204/?ref_=adv_li_tt",2016,7.3,222050," Horror, Mystery, Thriller","15","Canada,USA,UK","English",4e+07,40406314,134
"The Conspiracy","http://www.imdb.com/title/tt2330322/?ref_=adv_li_tt",2012,6.3,10183," Horror, Thriller","15","Canada","English",1500000,NA,84
"The Conspirator","http://www.imdb.com/title/tt0968264/?ref_=adv_li_tt",2010,6.9,27616," Crime, Drama, History","12A","USA","English",2.5e+07,3506602,122
"The Counsellor","http://www.imdb.com/title/tt2193215/?ref_=adv_li_tt",2013,5.3,95854," Crime, Drama, Thriller","18","UK,USA","English,Spanish,Dutch",2.5e+07,7842930,117
"The Courier","http://www.imdb.com/title/tt9207616/?ref_=adv_li_tt",2019,4.9,6181," Action, Crime, Drama, Thriller","18","UK","English",NA,NA,99
"The Crazies","http://www.imdb.com/title/tt0455407/?ref_=adv_li_tt",2010,6.5,110781," Horror, Thriller","15","USA,United Arab Emirates","English",2e+07,16067552,101
"The Croods","http://www.imdb.com/title/tt0481499/?ref_=adv_li_tt",2013,7.2,188490," Animation, Adventure, Comedy, Family, Fantasy","U","USA","English",1.35e+08,43639736,98
"The Crucifixion","http://www.imdb.com/title/tt4181782/?ref_=adv_li_tt",2017,5.1,6824," Horror, Mystery, Thriller","15","UK,Romania,USA","English",NA,NA,90
"The Cured","http://www.imdb.com/title/tt3463106/?ref_=adv_li_tt",2017,5.5,7483," Drama, Horror, Sci-Fi","15","Ireland,France","English",NA,4875,95
"The Current War","http://www.imdb.com/title/tt2140507/?ref_=adv_li_tt",2017,6.5,18459," Biography, Drama, History","12A","USA,Russia,UK","English",3e+07,2633717,108
"The Curse of La Llorona","http://www.imdb.com/title/tt4913966/?ref_=adv_li_tt",2019,5.3,36677," Comedy, Horror, Mystery, Thriller","15","USA","English,Spanish",9e+06,26347631,93
"The Cut","http://www.imdb.com/title/tt2245171/?ref_=adv_li_tt",2014,6.2,7138," Adventure, Drama, Fantasy, History, Mystery, War","15","Germany,France,Italy,Russia,Poland,Canada,Turkey,Jordan","Armenian,Arabic,Turkish,Kurdish,Spanish,English",NA,5327,138
"Bad Bromance","http://www.imdb.com/title/tt2690138/?ref_=adv_li_tt",2015,5,10526," Comedy, Drama","15","UK,USA","English",3e+06,469000,101
"The Danish Girl","http://www.imdb.com/title/tt0810819/?ref_=adv_li_tt",2015,7.1,161777," Biography, Drama, Romance","15","UK,USA,Germany,Denmark,Belgium,Japan","English,French,German",1.5e+07,187318,119
"The Dark Horse","http://www.imdb.com/title/tt2192016/?ref_=adv_li_tt",2014,7.5,5740," Biography, Drama","15","New Zealand","English",NA,8152,124
"The Dark Knight Rises","http://www.imdb.com/title/tt1345836/?ref_=adv_li_tt",2012,8.4,1497086," Action, Adventure","12A","UK,USA","English,Arabic",2.5e+08,160887295,164
"The Dark Tower","http://www.imdb.com/title/tt1648190/?ref_=adv_li_tt",2017,5.6,125982," Action, Adventure, Fantasy, Horror, Sci-Fi, Western","12A","USA","English",6e+07,19153698,95
"The Darkest Hour","http://www.imdb.com/title/tt1093357/?ref_=adv_li_tt",2011,4.9,57485," Action, Adventure, Horror, Sci-Fi, Thriller","12A","USA,Russia","English,Russian",3e+07,2993519,89
"The Darkest Minds","http://www.imdb.com/title/tt4073790/?ref_=adv_li_tt",2018,5.7,27665," Action, Adventure, Drama, Romance, Sci-Fi, Thriller","12A","USA","English",3.4e+07,5842609,104
"The Darkness","http://www.imdb.com/title/tt1878841/?ref_=adv_li_tt",2016,4.4,14680," Horror, Thriller","15","USA","English",4e+06,4950859,92
"The Day","http://www.imdb.com/title/tt1756799/?ref_=adv_li_tt",2011,5.2,12198," Action, Drama, Horror, Sci-Fi, Thriller","18","USA","English",NA,10121,87
"The Dead","http://www.imdb.com/title/tt1386925/?ref_=adv_li_tt",2010,5.7,8801," Action, Adventure, Drama, Horror, Sci-Fi, Thriller","18","UK","English",NA,NA,105
"The Dead Don't Die","http://www.imdb.com/title/tt8695030/?ref_=adv_li_tt",2019,5.5,49792," Comedy, Fantasy, Horror, Sci-Fi","15","USA,Sweden,South Africa","English",NA,2540240,104
"The Death and Life of John F. Donovan","http://www.imdb.com/title/tt4042818/?ref_=adv_li_tt",2018,6.1,5125," Drama","15","UK,Canada","English,Czech",3.5e+07,33340,123
"The Death of Stalin","http://www.imdb.com/title/tt4686844/?ref_=adv_li_tt",2017,7.2,84299," Comedy, Drama, History","15","UK,France,Belgium,Canada,USA","English",1.3e+07,184805,107
"The Debt","http://www.imdb.com/title/tt1226753/?ref_=adv_li_tt",2010,6.8,63653," Drama, Thriller","15","USA,UK,Hungary,Israel","English,German,Russian",2e+07,9909499,113
"The Debt Collector","http://www.imdb.com/title/tt7448180/?ref_=adv_li_tt",2018,5.8,5428," Action, Comedy","15","UK,USA","English",3e+06,NA,95
"The Decoy Bride","http://www.imdb.com/title/tt1657299/?ref_=adv_li_tt",2011,6.2,10716," Comedy, Drama, Romance","12A","UK","English,Scottish Gaelic",NA,542,89
"The Deep Blue Sea","http://www.imdb.com/title/tt1700844/?ref_=adv_li_tt",2011,6.2,14670," Drama, Romance","12A","UK,Australia","English",NA,123841,98
"Hacked","http://www.imdb.com/title/tt2503154/?ref_=adv_li_tt",2013,6,13089," Horror, Mystery, Thriller","18","USA","English",5e+05,NA,76
"The Descendants","http://www.imdb.com/title/tt1033575/?ref_=adv_li_tt",2011,7.3,231286," Comedy, Drama","15","USA","English",2e+07,1190096,115
"The Details","http://www.imdb.com/title/tt1433207/?ref_=adv_li_tt",2011,6.1,8884," Comedy, Drama","","USA","English",NA,18528,101
"The Devil All the Time","http://www.imdb.com/title/tt7395114/?ref_=adv_li_tt",2020,7.1,73904," Crime, Drama, Thriller","18","USA","English",NA,NA,138
"The Devil Inside","http://www.imdb.com/title/tt1560985/?ref_=adv_li_tt",2012,4.2,34699," Horror","15","USA","English,German,Italian",1e+06,33732515,83
"The Devil's Candy","http://www.imdb.com/title/tt4935372/?ref_=adv_li_tt",2015,6.4,16917," Drama, Horror, Thriller","","USA","English",NA,NA,79
"The Devil's Double","http://www.imdb.com/title/tt1270262/?ref_=adv_li_tt",2011,7.1,59935," Biography, Drama, Thriller","18","Belgium,Netherlands","English",19100000,96414,109
"The Diabolical","http://www.imdb.com/title/tt3603808/?ref_=adv_li_tt",2015,4.7,5234," Horror, Sci-Fi","15","USA","English",NA,NA,86
"The Diary of a Teenage Girl","http://www.imdb.com/title/tt3172532/?ref_=adv_li_tt",2015,6.9,29396," Comedy, Drama, Romance","18","USA","English",2e+06,52334,102
"The Dictator","http://www.imdb.com/title/tt1645170/?ref_=adv_li_tt",2012,6.4,274473," Comedy","15","USA","English,Hebrew,Arabic",6.5e+07,17435092,83
"The Dilemma","http://www.imdb.com/title/tt1578275/?ref_=adv_li_tt",2011,5.3,51535," Comedy, Drama","12A","USA","English",7e+07,17816230,111
"The Dinner","http://www.imdb.com/title/tt3203620/?ref_=adv_li_tt",2017,4.5,7646," Crime, Drama, Thriller","15","USA","English",NA,653944,120
"The Dinosaur Project","http://www.imdb.com/title/tt1907779/?ref_=adv_li_tt",2012,4.6,5091," Action, Adventure, Drama, Horror, Sci-Fi, Thriller","12A","UK","English",NA,NA,83
"The Dirt","http://www.imdb.com/title/tt0800325/?ref_=adv_li_tt",2018,7,38524," Biography, Comedy, Drama, Music","18","USA","English",NA,NA,107
"The Dirties","http://www.imdb.com/title/tt2334896/?ref_=adv_li_tt",2013,6.9,6337," Comedy, Crime, Drama","15","Canada","English",10000,NA,83
"The Dirty Picture","http://www.imdb.com/title/tt1954206/?ref_=adv_li_tt",2011,6.6,8614," Biography, Drama","15","India","Hindi,Tamil,English",NA,NA,145
"The Disappearance of Eleanor Rigby: Her","http://www.imdb.com/title/tt3720788/?ref_=adv_li_tt",2013,6.9,8566," Drama, Romance","","USA","English",NA,NA,100
"The Disappearance of Eleanor Rigby: Him","http://www.imdb.com/title/tt1531924/?ref_=adv_li_tt",2013,6.9,9206," Drama, Romance","","USA","English",NA,NA,89
"The Disappearance of Eleanor Rigby: Them","http://www.imdb.com/title/tt3729920/?ref_=adv_li_tt",2014,6.3,11668," Drama, Romance","","USA","English,French",3e+06,66941,123
"The Disappointments Room","http://www.imdb.com/title/tt2364897/?ref_=adv_li_tt",2016,3.9,9055," Drama, Horror, Thriller","","USA","English",1.5e+07,1402823,91
