title,year,rating,genre,country
Terrifier,2016,5.6,Horror,USA
Testament of Youth,2014,7.3,Biography,UK
Texas Chainsaw,2013,4.8,Horror,USA
Texas Killing Fields,2011,5.7,Crime,USA
Thank You for Your Service,2017,6.5,Biography,USA
Thanks for Sharing,2012,6.4,Comedy,USA
That Awkward Moment,2014,6.1,Comedy,USA
That's My Boy,2012,5.5,Comedy,USA
That's What I Am,2011,7,Comedy,USA
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,6.3,Adventure,Sweden
The 12th Man,2017,7.4,Drama,Norway
The 15:17 to Paris,2018,5.3,Biography,USA
The 33,2015,6.9,Biography,Chile
The 5th Wave,2016,5.2,Action,USA
The 9th Life of Louis Drax,2016,6.3,Thriller,Canada
The A-Team,2010,6.7,Action,USA
The ABCs of Death,2012,4.7,Comedy,USA
The Absent One,2014,7.1,Crime,Denmark
The Accidental Prime Minister,2019,6,Biography,India
The Accountant,2016,7.3,Action,USA
The Addams Family,2019,5.8,Animation,Canada
The Adjustment Bureau,2011,7,Romance,USA
The Admiral: Roaring Currents,2014,7.1,Action,South Korea
The Adventurer: The Curse of the Midas Box,2013,5.5,Adventure,UK
The Adventures of Tintin: The Secret of the Unicorn,2011,7.3,Animation,USA
The Aeronauts,2019,6.6,Action,UK
The Aftermath,2019,6.3,Drama,Germany
The Age of Adaline,2015,7.2,Drama,USA
The Age of Shadows,2016,7.1,Action,South Korea
The Amazing Spider-Man,2012,6.9,Action,USA
The Amazing Spider-Man 2,2014,6.6,Action,USA
The American,2010,6.3,Crime,USA
The Angel,2018,6.6,Drama,Israel
The Angels' Share,2012,7,Comedy,UK
The Angriest Man in Brooklyn,2014,5.7,Comedy,USA
The Angry Birds Movie 2,2019,6.4,Animation,Finland
The Anomaly,2014,4.7,Action,UK
The Apparition,2012,4.1,Horror,USA
The Art of Getting By,2011,6.6,Drama,USA
The Art of Racing in the Rain,2019,7.6,Comedy,USA
The Art of Self-Defense,2019,6.7,Action,USA
The Art of the Steal,2013,6.3,Comedy,Canada
The Artist,2011,7.9,Comedy,France
The Assistant,2019,6.1,Drama,USA
The Asylum,2015,4.5,Horror,USA
The Atticus Institute,2015,5.5,Horror,USA
The Autopsy of Jane Doe,2016,6.8,Horror,UK
The Awakening,2011,6.5,Horror,UK
The Babadook,2014,6.8,Drama,Australia
The Babymakers,2012,4.9,Comedy,USA
The Babysitter,2017,6.3,Comedy,USA
The Babysitter: Killer Queen,2020,5.8,Comedy,USA
The Back-up Plan,2010,5.4,Comedy,USA
The Bad Batch,2016,5.3,Drama,USA
The Bad Education Movie,2015,5.8,Comedy,UK
The Balkan Line,2019,6.5,Action,Russia
The Ballad of Buster Scruggs,2018,7.3,Comedy,USA
The Ballad of Lefty Brown,2017,6.3,Action,USA
The Balloon,2018,7.5,Drama,Germany
The Bang Bang Club,2010,7,Biography,Canada
The Banker,2020,7.3,Biography,USA
The Battery,2012,6.4,Adventure,USA
The Bay,2012,5.6,Horror,USA
The Baytown Outlaws,2012,6.4,Action,USA
The Beach Bum,2019,5.5,Comedy,Switzerland
The Beauty Inside,2015,7.4,Drama,South Korea
The Beaver,2011,6.6,Drama,USA
The Beguiled,2017,6.3,Drama,USA
The Belko Experiment,2016,6.1,Horror,USA
The Berlin File,2013,6.6,Action,South Korea
The Best Exotic Marigold Hotel,2011,7.2,Comedy,UK
The Best Man Holiday,2013,6.7,Comedy,USA
The Best of Enemies,2019,7.2,Biography,USA
The Best of Me,2014,6.7,Drama,USA
The Beyond,2017,4.8,Drama,UK
The BFG,2016,6.4,Adventure,USA
The Big Bang,2010,5.4,Action,USA
The Big Fat Stone,2014,5.3,Drama,Canada
The Big Short,2015,7.8,Biography,USA
The Big Sick,2017,7.5,Comedy,USA
The Big Wedding,2013,5.6,Comedy,USA
The Big Year,2011,6.2,Comedy,USA
The Birth of a Nation,2016,6.4,Biography,USA
The Bleeder,2016,6.5,Biography,USA
The Bling Ring,2013,5.6,Biography,USA
The Book of Eli,2010,6.9,Action,USA
The Book of Henry,2017,6.6,Crime,USA
The Book of Life,2014,7.3,Animation,USA
The Book Thief,2013,7.6,Drama,USA
The Bookshop,2017,6.5,Drama,UK
The Borderlands,2013,5.8,Horror,UK
The Boss,2016,5.4,Comedy,USA
The Boss Baby,2017,6.3,Animation,USA
The Bounty Hunter,2010,5.6,Action,USA
The Bourne Legacy,2012,6.6,Action,USA
The Boxtrolls,2014,6.8,Animation,USA
The Boy,2016,6,Horror,USA
The Boy Next Door,2015,4.7,Thriller,USA
The Boy Who Harnessed the Wind,2019,7.6,Drama,UK
The Boys in the Band,2020,6.8,Drama,USA
The Brass Teapot,2012,6.4,Comedy,USA
The Breadwinner,2017,7.7,Animation,Ireland
The Breaker Upperers,2018,5.9,Comedy,New Zealand
The Broken Circle Breakdown,2012,7.8,Drama,Belgium
The Bronze,2015,6.1,Comedy,USA
The Butler,2013,7.2,Biography,USA
The Bye Bye Man,2017,4.2,Drama,USA
The Cabin in the Woods,2011,7,Horror,USA
The Call,2013,6.7,Crime,USA
The Call of the Wild,2020,6.8,Adventure,Canada
The Caller,2011,6.1,Thriller,UK
The Calling,2014,5.8,Drama,USA
The Campaign,2012,6.1,Comedy,USA
The Canal,2014,5.8,Horror,Ireland
The Canyons,2013,3.8,Drama,USA
The Captive,2014,5.9,Crime,Canada
The Captor,2018,6.1,Biography,Canada
The Carrier,2014,5.2,Action,Bahamas
The Case for Christ,2017,6.3,Biography,USA
The Catcher Was a Spy,2018,6.2,Biography,USA
The Change-Up,2011,6.3,Comedy,USA
The Childhood of a Leader,2015,6.1,Drama,USA
The Children Act,2017,6.7,Drama,UK
The Choice,2016,6.6,Drama,USA
The Choir,2014,6.7,Drama,USA
The Christmas Chronicles,2018,7.1,Adventure,USA
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,Adventure,USA
The Circle,2017,5.3,Drama,United Arab Emirates
The Clapper,2017,5.1,Comedy,USA
The Clinic,2010,5.4,Crime,Australia
The Clovehitch Killer,2018,6.5,Crime,USA
The Cloverfield Paradox,2018,5.5,Action,USA
The Cobbler,2014,5.8,Comedy,USA
The Cold Light of Day,2012,4.9,Action,USA
The Coldest Game,2019,6.1,History,Poland
The Collection,2012,6.1,Action,USA
The Colony,2015,7.1,Biography,Germany
The Comedian,2016,5.7,Comedy,USA
The Commuter,2018,6.3,Action,USA
The Company Men,2010,6.7,Drama,USA
The Company You Keep,2012,6.4,Drama,USA
The Confirmation,2016,6.4,Comedy,Canada
The Congress,2013,6.5,Animation,Israel
The Conjuring,2013,7.5,Horror,USA
The Conjuring 2,2016,7.3,Horror,Canada
The Connection,2014,7.1,Action,France
The Conspiracy,2012,6.3,Horror,Canada
The Conspirator,2010,6.9,Crime,USA
The Counsellor,2013,5.3,Crime,UK
The Courier,2019,4.9,Action,UK
The Crazies,2010,6.5,Horror,USA
The Croods,2013,7.2,Animation,USA
The Crucifixion,2017,5.1,Horror,UK
The Cured,2017,5.5,Drama,Ireland
The Current War,2017,6.5,Biography,USA
The Curse of La Llorona,2019,5.3,Comedy,USA
The Cut,2014,6.2,Adventure,Germany
The Danish Girl,2015,7.1,Biography,UK
The Dark Horse,2014,7.5,Biography,New Zealand
The Dark Knight Rises,2012,8.4,Action,UK
The Dark Tower,2017,5.6,Action,USA
The Dark Valley,2014,7.1,Action,Austria
The Darkest Hour,2011,4.9,Action,USA
The Darkest Minds,2018,5.7,Action,USA
The Darkness,2016,4.4,Horror,USA
The Day,2011,5.2,Action,USA
The Dead,2010,5.7,Action,UK
The Dead Don't Die,2019,5.5,Comedy,USA
The Death and Life of Charlie St. Cloud,2010,6.4,Drama,USA
The Death and Life of John F. Donovan,2018,6.1,Drama,UK
The Death of Stalin,2017,7.2,Comedy,UK
The Debt,2010,6.8,Drama,USA
The Debt Collector,2018,5.8,Action,UK
The Decoy Bride,2011,6.2,Comedy,UK
The Deep Blue Sea,2011,6.2,Drama,UK
The Descendants,2011,7.3,Comedy,USA
The Details,2011,6.1,Comedy,USA
The Devil All the Time,2020,7.1,Crime,USA
The Devil Inside,2012,4.2,Horror,USA
The Devil's Candy,2015,6.4,Drama,USA
The Devil's Double,2011,7.1,Biography,Belgium
The Diabolical,2015,4.7,Horror,USA
The Diary of a Teenage Girl,2015,6.9,Comedy,USA
The Dictator,2012,6.4,Comedy,USA
The Dilemma,2011,5.3,Comedy,USA
The Dinner,2017,4.5,Crime,USA
The Dinosaur Project,2012,4.6,Action,UK
The Dirt,2018,7,Biography,USA
The Dirties,2013,6.9,Comedy,Canada
The Dirty Picture,2011,6.6,Biography,India
The Disappearance of Eleanor Rigby: Her,2013,6.9,Drama,USA
The Disappearance of Eleanor Rigby: Him,2013,6.9,Drama,USA
The Disappearance of Eleanor Rigby: Them,2014,6.3,Drama,USA
The Disappointments Room,2016,3.9,Drama,USA
The Disaster Artist,2017,7.4,Biography,USA
The Discovery,2017,6.3,Drama,USA
The Divide,2011,5.8,Drama,USA
The Do-Over,2016,5.7,Action,USA
The Domestics,2018,5.7,Action,USA
The Double,2011,5.9,Action,USA
The Dressmaker,2015,7.1,Comedy,Australia
The Drop,2014,7.1,Crime,USA
The Duel,2016,5.8,Drama,USA
The Duff,2015,6.5,Comedy,USA
The Duke of Burgundy,2014,6.5,Drama,UK
The Dyatlov Pass Incident,2013,5.7,Horror,Russia
The Eagle,2011,6.2,Action,UK
The East,2013,6.8,Adventure,UK
The Edge of Seventeen,2016,7.3,Comedy,USA
The Emoji Movie,2017,3.3,Animation,USA
The End of the Tour,2015,7.3,Biography,USA
The Endless,2017,6.5,Drama,USA
The English Teacher,2013,5.8,Comedy,USA
The Entitled,2011,6.1,Crime,Canada
The Equalizer,2014,7.2,Action,USA
The Equalizer 2,2018,6.7,Action,USA
The Escort,2016,6,Comedy,USA
The Exception,2016,6.8,Drama,UK
The Expendables,2010,6.5,Action,USA
The Expendables 2,2012,6.6,Action,USA
The Expendables 3,2014,6.1,Action,USA
The Experiment,2010,6.4,Drama,USA
The Extraordinary Adventures of Adèle Blanc-Sec,2010,6.3,Action,France
The Extraordinary Journey of the Fakir,2018,6.9,Adventure,France
The Eyes of My Mother,2016,6.2,Drama,USA
The Face of Love,2013,6.2,Drama,USA
The Factory,2012,5.8,Crime,France
The Falling,2014,5.4,Drama,UK
The Family,2013,6.3,Comedy,France
The Family Fang,2015,6.1,Comedy,USA
The Fanatic,2019,4.2,Crime,USA
The Farewell,2019,7.6,Comedy,USA
The Fault in our Stars,2014,7.7,Drama,USA
The Favourite,2018,7.5,Biography,Ireland
The Festival,2018,5.8,Comedy,UK
The Fifth Estate,2013,6.2,Biography,USA
The Fighter,2010,7.8,Biography,USA
The Final,2010,5.4,Drama,USA
The Final Girls,2015,6.6,Comedy,USA
The Finest Hours,2016,6.8,Action,USA
The First Purge,2018,5.2,Action,USA
The First Time,2012,6.8,Comedy,USA
The Five-Year Engagement,2012,6.2,Comedy,USA
The Florida Project,2017,7.6,Drama,USA
The Flowers of War,2011,7.6,Drama,China
The Foreigner,2017,7,Action,UK
The Forest,2016,4.8,Horror,USA
The Forger,2014,5.8,Crime,USA
The Founder,2016,7.2,Biography,USA
The Front Line,2011,7.4,Action,South Korea
The Front Runner,2018,6.1,Biography,Canada
The Frozen Ground,2013,6.4,Crime,USA
The Fundamentals of Caring,2016,7.3,Comedy,USA
The Future,2011,6.2,Drama,France
The Gallows,2015,4.2,Horror,USA
The Gambler,2014,6,Crime,USA
"The Gangster, the Cop, the Devil",2019,6.9,Action,South Korea
The Garden of Words,2013,7.5,Animation,Japan
The Gentlemen,2019,7.8,Action,UK
The Ghost,2010,7.2,Crime,France
The Giant Mechanical Man,2012,6.7,Comedy,USA
The Gift,2015,7,Drama,USA
The Girl in the Spider's Web,2018,6.1,Action,Germany
The Girl on the Train,2016,6.5,Crime,USA
The Girl with All the Gifts,2016,6.6,Action,UK
The Girl with the Dragon Tattoo,2011,7.8,Crime,USA
The Giver,2014,6.5,Drama,South Africa
The Glass Castle,2017,7.1,Biography,USA
The Goldfinch,2019,6.3,Drama,USA
The Good Dinosaur,2015,6.7,Animation,USA
The Good Doctor,2011,5.5,Drama,USA
The Good Liar,2019,6.6,Crime,UK
The Good Lie,2014,7.4,Biography,Kenya
The Good Neighbor,2016,6.3,Crime,USA
The Grand Budapest Hotel,2014,8.1,Adventure,Germany
The Grand Seduction,2013,7,Comedy,Canada
The Greasy Strangler,2016,5.7,Comedy,USA
The Great Gatsby,2013,7.2,Drama,Australia
The Great Wall,2016,5.9,Action,USA
The Greatest Showman,2017,7.6,Biography,USA
The Green Hornet,2011,5.8,Action,USA
The Green Inferno,2013,5.3,Adventure,USA
The Grey,2011,6.8,Action,USA
The Grinch,2018,6.3,Animation,France
The Guard,2011,7.3,Comedy,Ireland
The Guernsey Literary and Potato Peel Pie Society,2018,7.4,Drama,UK
The Guest,2014,6.7,Action,USA
The Guilt Trip,2012,5.7,Comedy,USA
The Gunman,2015,5.8,Action,USA
The Half of It,2020,6.9,Comedy,USA
The Hallow,2015,5.7,Fantasy,Ireland
The Hangover Part II,2011,6.5,Comedy,USA
The Hangover Part III,2013,5.8,Comedy,USA
The Happytime Murders,2018,5.4,Action,USA
The Hate U Give,2018,7.4,Crime,USA
The Hateful Eight,2015,7.8,Crime,USA
The Hater,2020,7.1,Drama,Poland
The Haunting in Connecticut 2: Ghosts of Georgia,2013,5.3,Drama,USA
The Healer,2016,6.3,Comedy,Spain
The Heat,2013,6.6,Action,USA
The Help,2011,8,Drama,USA
The Hero,2017,6.5,Drama,USA
The Highwaymen,2019,6.9,Biography,USA
The Hit List,2011,5.4,Action,USA
The Hitman's Bodyguard,2017,6.9,Action,USA
The Hobbit: An Unexpected Journey,2012,7.8,Adventure,New Zealand
The Hobbit: The Battle of the Five Armies,2014,7.4,Adventure,New Zealand
The Hobbit: The Desolation of Smaug,2013,7.8,Adventure,New Zealand
The Hole in the Ground,2019,5.7,Drama,Ireland
The Holiday Calendar,2018,5.7,Drama,USA
The Hollars,2016,6.6,Comedy,USA
The Hollow Point,2016,5.4,Crime,USA
The Homesman,2014,6.6,Drama,USA
The Host,2013,5.9,Action,USA
The House,2017,5.6,Comedy,USA
The House of Magic,2013,6.2,Animation,Belgium
The House That Jack Built,2018,6.8,Crime,Denmark
The House with a Clock in Its Walls,2018,6.1,Comedy,USA
The Housemaid,2010,6.4,Drama,South Korea
The Houses October Built,2014,5.2,Horror,USA
The Human Centipede II (Full Sequence),2011,3.8,Crime,USA
The Human Centipede III (Final Sequence),2015,2.7,Comedy,USA
The Human Race,2013,5.2,Action,USA
The Humanity Bureau,2017,4.7,Action,Canada
The Hummingbird Project,2018,6.2,Drama,Canada
The Hundred Year-Old Man Who Climbed Out of the Window and Disappeared,2013,7.1,Adventure,Sweden
The Hundred-Foot Journey,2014,7.3,Comedy,USA
The Hunger Games,2012,7.2,Action,USA
The Hunger Games: Catching Fire,2013,7.5,Action,USA
The Hunger Games: Mockingjay - Part 1,2014,6.6,Action,USA
The Hunger Games: Mockingjay - Part 2,2015,6.6,Action,USA
The Hungover Games,2014,3.6,Comedy,USA
The Hunt,2012,8.3,Drama,Denmark
The Hunter,2011,6.7,Adventure,Australia
The Hunter's Prayer,2017,5.6,Action,Germany
The Huntsman: Winter's War,2016,6.1,Action,USA
The Hurricane Heist,2018,5.1,Action,UK
The Hustle,2019,5.4,Comedy,USA
The Iceman,2012,6.8,Biography,USA
The Ides of March,2011,7.1,Drama,USA
The Illusionist,2010,7.5,Animation,France
The Imitation Game,2014,8,Biography,UK
The Immigrant,2013,6.6,Drama,USA
The Impossible,2012,7.6,Drama,Spain
The Inbetweeners 2,2014,6.4,Comedy,UK
The Inbetweeners Movie,2011,6.7,Comedy,UK
The Incredible Burt Wonderstone,2013,5.9,Comedy,USA
The Incredible Jessica James,2017,6.5,Comedy,USA
The Incredibles 2,2018,7.6,Animation,USA
The Inevitable Defeat of Mister & Pete,2013,7.5,Drama,USA
The Infidel,2010,6.4,Comedy,UK
The Infiltrator,2016,7,Biography,UK
The Informer,2019,6.6,Crime,UK
The Innkeepers,2011,5.4,Drama,USA
The Intern,2015,7.1,Comedy,USA
The Internship,2013,6.3,Comedy,USA
The Intervention,2016,6,Comedy,USA
The Interview,2014,6.5,Action,USA
The Intruder,2019,5.6,Thriller,USA
The Invisible Guardian,2017,6.4,Crime,Spain
The Invisible Man,2020,7.1,Drama,Canada
The Invisible Woman,2013,6.1,Biography,UK
The Invitation,2015,6.6,Drama,USA
The Irishman,2019,7.9,Biography,USA
The Iron Lady,2011,6.4,Biography,UK
The Judge,2014,7.4,Crime,USA
The Jungle Book,2016,7.4,Adventure,UK
The Karate Kid,2010,6.2,Action,USA
The Keeping Room,2014,6,Drama,USA
The Kid,2019,5.9,Biography,USA
The Kid Who Would Be King,2019,6,Action,UK
The Kids Are All Right,2010,7,Comedy,USA
The Killer Inside Me,2010,6.1,Crime,UK
The Killing of a Sacred Deer,2017,7,Drama,Ireland
The Kindergarten Teacher,2018,6.7,Drama,USA
The King,2019,7.2,Biography,UK
The King of Staten Island,2020,7.1,Comedy,USA
The King's Choice,2016,7.1,Biography,Norway
The King's Speech,2010,8,Biography,UK
The Kings of Summer,2013,7.1,Adventure,USA
The Kissing Booth,2018,6,Comedy,UK
The Kissing Booth 2,2020,5.8,Comedy,UK
The Kitchen,2019,5.5,Action,USA
The Knight Before Christmas,2019,5.5,Adventure,USA
The Lady,2011,7.1,Biography,France
The Lady in the Van,2015,6.7,Biography,UK
The Land of Steady Habits,2018,6.2,Comedy,USA
The Last Act,2014,5.6,Comedy,USA
The Last Airbender,2010,4,Action,USA
The Last Black Man in San Francisco,2019,7.3,Drama,USA
The Last Boy,2019,6,Drama,UK
The Last Days of American Crime,2020,3.6,Action,USA
The Last Days on Mars,2013,5.5,Adventure,UK
The Last Exorcism,2010,5.6,Horror,France
The Last Exorcism Part II,2013,4,Horror,France
The Last Five Years,2014,5.9,Comedy,USA
The Last Full Measure,2019,6.7,Drama,USA
The Last Song,2010,6,Drama,USA
The Last Stand,2013,6.3,Action,USA
The Last Summer,2019,5.6,Comedy,USA
The Last Thing He Wanted,2020,4.3,Crime,USA
The Last Witch Hunter,2015,6,Action,USA
The Last Word,2017,6.6,Comedy,USA
The Late Bloomer,2016,5.2,Comedy,USA
The Laundromat,2019,6.3,Comedy,USA
The Layover,2017,4.8,Comedy,USA
The Lazarus Effect,2015,5.2,Horror,USA
The Ledge,2011,6.5,Drama,USA
The Legacy of the Bones,2019,6.2,Crime,Spain
The Legend of Barney Thomson,2015,6.3,Comedy,UK
The Legend of Hercules,2014,4.2,Action,USA
The Legend of Tarzan,2016,6.2,Action,UK
The Lego Batman Movie,2017,7.3,Animation,USA
The Lego Movie,2014,7.7,Animation,USA
The LEGO Movie 2,2019,6.6,Animation,Denmark
The Lego Ninjago Movie,2017,6,Animation,USA
The Leisure Seeker,2017,6.7,Adventure,Italy
The Liability,2012,5.9,Comedy,UK
The Lie,2018,5.8,Crime,USA
The Lifeguard,2013,5.6,Drama,USA
The Light Between Oceans,2016,7.2,Drama,UK
The Lighthouse,2019,7.5,Drama,Canada
The Limehouse Golem,2016,6.3,Crime,UK
The Lincoln Lawyer,2011,7.3,Crime,USA
The Lion King,2019,6.9,Animation,USA
The Little Death,2014,7.1,Comedy,Australia
The Little Hours,2017,5.8,Comedy,USA
The Little Mermaid,2018,4.2,Adventure,USA
The Little Prince,2015,7.7,Animation,France
The Little Stranger,2018,5.5,Drama,UK
The Lobster,2015,7.2,Comedy,Ireland
The Lodge,2019,6,Drama,UK
The Lodgers,2017,5.1,Drama,Ireland
The Loft,2014,6.3,Mystery,Belgium
The Lone Ranger,2013,6.4,Action,USA
The Longest Ride,2015,7.1,Drama,USA
The Longest Week,2014,5.4,Comedy,USA
The Look of Love,2013,6,Biography,UK
The Lorax,2012,6.4,Animation,USA
The Lords of Salem,2012,5.1,Horror,USA
The Losers,2010,6.3,Action,USA
The Lost City of Z,2016,6.6,Action,USA
The Love Punch,2013,5.8,Comedy,France
The Love Witch,2016,6.2,Comedy,USA
The Lovebirds,2020,6.1,Action,USA
The Lucky One,2012,6.5,Drama,USA
The Machine,2013,6.1,Action,UK
The Magic of Belle Isle,2012,7,Comedy,USA
The Magnificent Seven,2016,6.9,Action,USA
The Man from Earth: Holocene,2017,5.3,Drama,USA
The Man from Nowhere,2010,7.8,Action,South Korea
The Man from U.N.C.L.E.,2015,7.3,Action,USA
The Man Who Invented Christmas,2017,7,Biography,Ireland
The Man Who Killed Don Quixote,2018,6.4,Adventure,Spain
The Man Who Killed Hitler and Then the Bigfoot,2018,5.7,Adventure,USA
The Man Who Knew Infinity,2015,7.2,Biography,UK
The Man with the Iron Fists,2012,5.4,Action,USA
The Man with the Iron Heart,2017,6.4,Action,USA
The Martian,2015,8,Adventure,UK
The Master,2012,7.2,Drama,USA
The Maze Runner,2014,6.8,Action,USA
The Mechanic,2011,6.6,Action,USA
The Meddler,2015,6.3,Comedy,USA
The Meg,2018,5.6,Action,USA
The Mercy,2017,6,Adventure,UK
The Meyerowitz Stories,2017,6.9,Comedy,USA
The Miseducation of Cameron Post,2018,6.6,Drama,USA
The Monster,2016,5.4,Drama,Canada
The Monuments Men,2014,6.1,Comedy,USA
The Mortal Instruments: City of Bones,2013,5.9,Action,USA
The Most Hated Woman in America,2017,6.1,Biography,USA
The Moth Diaries,2011,4.9,Drama,Canada
The Mountain Between Us,2017,6.4,Action,USA
The Mule,2014,6.3,Comedy,Australia
The Mummy,2017,5.4,Action,USA
The Muppets,2011,7.1,Adventure,USA
The Music Never Stopped,2011,7.5,Drama,USA
The Mustang,2019,6.9,Drama,France
The Necessary Death of Charlie Countryman,2013,6.4,Comedy,USA
The Negotiator,2018,6.4,Action,USA
The Neighbour,2016,5.8,Crime,UK
The Neon Demon,2016,6.2,Horror,USA
The New Mutants,2020,5.3,Action,USA
The Next Three Days,2010,7.4,Action,USA
The Nice Guys,2016,7.4,Action,USA
The Night Before,2015,6.4,Comedy,USA
The Night Clerk,2020,5.5,Crime,USA
The Night Comes for Us,2018,7,Action,Indonesia
The Night Eats the World,2018,6,Drama,France
The Nightingale,2018,7.3,Adventure,Australia
The Nile Hilton Incident,2017,6.7,Crime,Sweden
The November Man,2014,6.3,Action,USA
The Numbers Station,2013,5.6,Action,UK
The Nun,2018,5.3,Horror,USA
The Nut Job,2014,5.7,Animation,Canada
The Nut Job 2: Nutty By Nature,2017,5.4,Animation,Canada
The Nutcracker and the Four Realms,2018,5.5,Adventure,USA
The Odd Life of Timothy Green,2012,6.6,Comedy,USA
The Old Guard,2020,6.6,Action,USA
The Old Man & The Gun,2018,6.7,Biography,USA
The One and Only Ivan,2020,6.7,Adventure,USA
The One I Love,2014,7.1,Comedy,USA
The Ones Below,2015,6.1,Drama,UK
The Only Living Boy in New York,2017,6.3,Drama,USA
The Oogieloves in the Big Balloon Adventure,2012,2.1,Adventure,USA
The Open House,2018,3.2,Horror,Canada
The Oranges,2011,5.8,Comedy,USA
The Other Guys,2010,6.6,Action,USA
The Other Side of Hope,2017,7.2,Comedy,Finland
The Other Side of the Door,2016,5.3,Horror,UK
The Other Side of the Wind,2018,6.8,Drama,France
The Other Woman,2014,6,Comedy,USA
The Ottoman Lieutenant,2017,6.6,Drama,Turkey
The Outpost,2020,6.8,Action,USA
The Outrage,2010,6.8,Action,Japan
The Outsider,2018,6.3,Action,USA
The Overnight,2015,6.1,Comedy,USA
The Package,2018,5.5,Comedy,USA
The Pact,2012,5.7,Horror,USA
The Paperboy,2012,5.8,Crime,USA
The Party,2017,6.6,Comedy,UK
The Peanut Butter Falcon,2019,7.6,Adventure,USA
The Perfect Date,2019,5.8,Comedy,USA
The Perfect Guy,2015,5.6,Thriller,USA
The Perfect Host,2010,6.8,Comedy,USA
The Perfection,2018,6.1,Drama,USA
The Perks of Being a Wallflower,2012,8,Drama,USA
The Personal History of David Copperfield,2019,6.4,Comedy,UK
The Phantom of the Opera at the Royal Albert Hall,2011,8.8,Drama,UK
The Physician,2013,7.2,Adventure,Germany
The Pirates! In an Adventure with Scientists!,2012,6.7,Animation,UK
The Place Beyond the Pines,2012,7.3,Crime,USA
The Polka King,2017,5.9,Biography,USA
The Possession,2012,5.9,Horror,USA
The Possession of Hannah Grace,2018,5.2,Horror,USA
The Possession of Michael King,2014,5.7,Horror,USA
The Post,2017,7.2,Drama,USA
The Postcard Killings,2020,5.7,Crime,UK
The Predator,2018,5.3,Action,USA
The Pretty One,2013,6.3,Comedy,USA
The Prince,2014,4.6,Action,USA
The Princess Switch,2018,6,Comedy,USA
The Prodigy,2019,5.8,Horror,USA
The Professor,2018,6.7,Comedy,USA
The Professor and the Madman,2019,7.3,Biography,Ireland
The Program,2015,6.5,Biography,UK
The Promise,2016,6.2,Action,Spain
The Purge,2013,5.7,Horror,USA
The Purge: Anarchy,2014,6.4,Action,USA
The Purge: Election Year,2016,6,Action,USA
The Pyramid,2014,4.6,Horror,USA
The Queen's Corgi,2019,4.8,Animation,Belgium
The Quiet Ones,2014,5.1,Horror,UK
The Raid 2,2014,8,Action,Indonesia
The Railway Man,2013,7.1,Biography,Switzerland
The Raven,2012,6.4,Crime,USA
The Recall,2017,4.2,Action,Canada
The Red Sea Diving Resort,2019,6.6,Drama,Canada
The Reef,2010,5.8,Adventure,Australia
The Reluctant Fundamentalist,2012,6.9,Drama,USA
The Remaining,2014,4.3,Drama,USA
The Rental,2020,5.7,Horror,USA
The Report,2019,7.2,Biography,USA
The Resident,2011,5.3,Drama,UK
The Returned,2013,5.9,Crime,Spain
The Revenant,2015,8,Action,USA
The Rewrite,2014,6.2,Comedy,USA
The Rezort,2015,5.3,Horror,UK
The Rhythm Section,2020,5.3,Action,UK
The Rider,2017,7.4,Drama,USA
The Ridiculous 6,2015,4.8,Action,USA
The Right Kind of Wrong,2013,6.1,Comedy,Canada
The Riot Club,2014,6,Drama,UK
The Rite,2011,6,Drama,USA
The Ritual,2017,6.3,Horror,UK
The Road Within,2014,7.1,Comedy,USA
The Romantics,2010,5.1,Comedy,USA
The Room,2019,6,Drama,France
The Roommate,2011,4.8,Thriller,USA
The Rover,2014,6.4,Action,Australia
The Rum Diary,2011,6.2,Comedy,USA
The Runaways,2010,6.5,Biography,USA
The Runner,2015,4.7,Drama,USA
The Sacrament,2013,6.1,Horror,USA
The Salesman,2016,7.8,Drama,Iran
The Salvation,2014,6.7,Drama,Denmark
The Samaritan,2012,5.6,Action,Canada
The Sapphires,2012,7,Biography,Australia
The Sea of Trees,2015,6.1,Drama,USA
The Seasoning House,2012,6.1,Drama,UK
The Second Best Exotic Marigold Hotel,2015,6.6,Comedy,UK
The Secret Life of Pets,2016,6.5,Animation,USA
The Secret Life of Pets 2,2019,6.5,Animation,USA
The Secret Life of Walter Mitty,2013,7.3,Comedy,USA
The Secret of Marrowbone,2017,6.7,Drama,Spain
The Secret Scripture,2016,6.7,Drama,Ireland
The Selfish Giant,2013,7.3,Drama,UK
The Senator,2017,6.4,Drama,USA
The Sense of an Ending,2017,6.3,Drama,UK
The Sessions,2012,7.2,Biography,USA
The Shack,2017,6.3,Drama,USA
The Shallows,2016,6.3,Drama,USA
The Shape of Water,2017,7.3,Adventure,USA
The Shrine,2010,5.5,Horror,Canada
The Siege of Jadotville,2016,7.2,Action,Ireland
The Signal,2014,6.1,Drama,USA
The Silence,2019,5.3,Drama,Canada
The Silencing,2020,6.1,Action,Canada
The Single Moms Club,2014,5.4,Comedy,USA
The Sisters Brothers,2018,7,Crime,France
The Sitter,2011,5.7,Comedy,USA
The Skeleton Twins,2014,6.8,Comedy,USA
The Sleepover,2020,5.6,Action,USA
The Smurfs,2011,5.4,Animation,USA
